Bug ID,Bigrams
514036.0,"['views problem', 'following problem', 'ui views', 'reported via', 'bundles org']"
514075.0,"['package product', 'file c', 'eclipse osgi', 'package jee', 'product line']"
514113.0,"['core runtime', 'runtime assertion', 'runtime adaptor', 'runtime assert', 'runtime internal']"
514175.0,"['jar appears', 'icu jar', 'jobs job', 'job run', 'references jar']"
514218.0,"['java code', 'pressing ctrl', 'core contexts', 'util code', 'di method']"
514228.0,"['party plug', 'third party', 'dom ast', 'ast block', 'runtime org']"
514237.0,"['data thank', 'collected data', 'jface viewers', 'widgets tree', 'resources workspace']"
514339.0,"['exception org', 'dom rewrite', 'internal jobs', 'jobs worker', 'core dom']"
514361.0,"['eclipse equinox', 'vendor oracle', 'equinox transport', 'product org', 'maven build']"
514436.0,"['would need', 'control init', 'widgets widget', 'free space', 'sp free']"
514584.0,"['prio tid', 'key press', 'saying bye', 'text link', 'link content']"
514895.0,"['swt swt', 'core runtime', 'swt graphics', 'swt widgets', 'swt error']"
515407.0,"['extra component', 'constructors rcp', 'problem occurred', 'still get', 'already tried']"
515760.0,"['compiler ast', 'expression get', 'project via', 'ast expression', 'stack trace']"
515996.0,"['gz used', 'installation since', 'installation details', '→ installation', 'swt custom']"
516015.0,"['javac exe', 'exe bytecode', 'easy workaround', 'byte int', 'concurrent callable']"
516140.0,"['swt widgets', 'java lang', 'widgets control', 'widgets widget', 'model basic']"
516339.0,"['program files', 'files java', 'severity error', 'vendor oracle', 'oracle corporation']"
516543.0,"['org jdt', 'suite protect', 'org eclipse', 'tests model', 'core tests']"
516560.0,"['correct type', 'jdt feature', 'build id', 'better ways', 'eclipse jdt']"
516736.0,"['swt swt', 'swt error', 'eclipse jface', 'jface viewers', 'eclipse swt']"
516795.0,"['slow startup', 'showing org', 'org eclipse', 'reflect constructor', 'startup times']"
516831.0,"['bundle eclipse', 'eclipse egit', 'cdt bundle', 'eclipse oxygen', 'eclipse core']"
516949.0,"['wrapping cell', 'bug cgi', 'message reported', 'full scala', 'almost never']"
516987.0,"['toolbar icon', 'storage toolbar', 'reports inbox', 'following comment', 'oauth ui']"
517040.0,"['java base', 'base java', 'core internal', 'base lang', 'internal framework']"
517495.0,"['supported jdk', 'impl call', 'internal registry', 'get java', 'project registry']"
517701.0,"['reflect method', 'vm options', 'method invoke', 'special vm', 'running sdk']"
517709.0,"['attached screenshot', 'font attributes', 'dark blue', 'runtime dependent', 'attachment current']"
518041.0,"['org eclipse', 'freshly rebuild', 'nd java', 'minutes long', 'rebuild index']"
518201.0,"['path create', 'info file', 'steps create', 'build path', 'lang nullpointerexception']"
518291.0,"['org eclipse', 'code base', 'java project', 'compiler ast', 'lang nullpointerexception']"
518584.0,"['anonymous wrote', 'swt org', 'comment anonymous', 'eclipse swt', 'workbench swt']"
518904.0,"['currently failing', 'pde impl', 'pde build', 'script failed', 'setup script']"
519077.0,"['big dialog', 'core runtime', 'widgets runnable', 'dialog show', 'gz installer']"
519103.0,"['swt widgets', 'widgets combo', 'system limit', 'eclipse swt', 'operating system']"
519140.0,"['core runtime', 'runtime core', 'core op', 'package java', 'core internal']"
519150.0,"['member get', 'internal ui', 'internal core', 'lang nullpointerexception', 'jdt internal']"
519214.0,"['core compilation', 'jdt core', 'core java', 'core error', 'module info']"
519538.0,"['log view', 'internal core', 'sql driver', 'following module', 'refactoring refactoring']"
519610.0,"['display table', 'automatic bug', 'table wm', 'wm notify', 'following code']"
519800.0,"['plugins org', 'bundle org', 'core jar', 'org apache', 'osgi bundle']"
